4.7268768207451105E11, 5.2656521239926796E10, 2.363602937118773E30
-1.0353903599846835E11, -3.2709657256236304E11, 1.9954731072690733E30
-4.4248112838936145E11, 9.619721892979396E10, 1.6664119202351878E30
-2.614662916156851E11, -6.444423984384204E11, 1.6152201155145506E30
-3.686338963889955E11, -1.5866264251193785E10, 1.7079388538524273E30
1.784293915187232E11, 3.852045259838114E11, 1.714344126326114E30
1.795998965060785E11, -6.056766257232401E11, 1.8926593732197173E30
6.174179264757388E10, -4.991526186982207E11, 1.6068613671730033E30
2.865728188166892E11, -5.1121660915157056E11, 1.6684809808360356E30
1.5816120864352017E11, 5.045946919924183E11, 2.2689085964863824E30
-3.005944208082251E11, -1.4392261474907352E11, 1.905556399679967E30
-2.967483535011465E11, -2.871130701525744E11, 2.231154089878201E30
1.3638193836840141E11, 3.9594865327754974E11, 2.167505682951401E30
3.603423533299604E11, -1.341513681068032E11, 2.0356279650224914E30
-2.911625868378097E11, -8.241625138509301E9, 2.1318575902098323E30
1.182883432727551E11, 5.77095812648178E11, 1.6469598298720613E30
-6.598197597736046E11, 2.2998018187797134E11, 1.7738496151066516E30
-3.012607459114157E11, -5.814848736146042E10, 1.5915366787401615E30
2.4477409424930338E11, 3.5863229812035895E11, 2.2334289869090824E30
1.9961172705225748E11, -3.9784714967283234E11, 2.0979259190008332E30
4.915672208972049E11, 9.514831683072514E9, 2.3832090654391274E30
5.991617056324025E11, 2.824489353901726E11, 1.6924293146004947E30
-4.4903222908552637E11, -4.1749974864076697E11, 1.896741307944737E30
2.355040178319411E11, -1.0861065348393277E11, 1.6243631237694835E30
5.833361288860014E10, -3.210732821938839E11, 2.181557737246833E30
-5.308488306595886E11, -4.382383270937505E10, 2.360514059861653E30
5.165945198939481E11, -4.6121270635382355E11, 1.7741176775409795E30
-8.913515127725905E10, 2.398897104694676E11, 2.0359837681081166E30
2.6384124640450493E10, -3.0833778725234796E11, 2.0467678805594658E30
5.191362598648433E11, 2.333775713246829E11, 1.793757213742221E30
5.842295591909637E10, 6.266451902313562E11, 1.7107430953611417E30
1.2121502829490414E11, 3.2622128942550653E11, 1.8760612065415822E30
-2.3763611246907887E10, -6.450475160069467E11, 2.2380667831041977E30
-2.110003365987259E11, 2.0354598421437408E11, 1.686441986576648E30
2.0359450118935138E11, 5.409247757393834E11, 1.6229522191117447E30
-2.483740059605647E11, -1.8960039621488373E11, 2.053320670981373E30
9.25658801205538E10, 5.1246038516035175E11, 1.7597471668625497E30
-2.1216782069431787E11, 4.215545891414883E11, 2.1329589837027656E30
3.359981528672656E11, -3.0687250716680255E11, 1.846431078347319E30
1.426264440943481E10, 6.087925066670083E11, 1.9153639813686335E30
4.022717088372251E11, 5.161328369864536E11, 1.715696389738622E30
5.905223872427039E11, 3.07019778577458E11, 2.0707328789766447E30
-3.21137478711275E11, -3.2890546638335754E11, 2.2873966828946402E30
2.4651982587375128E11, -2.4950091571620612E11, 2.0508286617507128E30
-6.416996304963865E11, -3.205318331712748E10, 1.63375464496724E30
6.329445288085002E11, 2.6822646611977028E10, 2.0263522536819552E30
2.2965384075101266E11, -5.74203043963222E11, 2.1496757212021555E30
-1.5887009935914072E10, -5.3810997534878735E11, 1.9298837663475512E30
1.3164570230643042E11, 6.444258078306445E11, 2.3138171645646017E30
1.791308865565937E11, 2.7530413225891724E11, 2.3721063339481766E30
